literal,code,standard,contributor,province
oost-barendrecht,1352,Oost-Barendrecht,cedarproject,Zuid-Holland
oost-souburg,1135,Oost- en West-Souburg,cedarproject,Zeeland
oost-souburg,1135,Oost- en West-Souburg,cedarproject,Zeeland
oost-souburg,1353,Oost-Souburg,cedarproject,Zeeland
oostburg,692,Oostburg,cedarproject,Zeeland
oostdongeradeel,84,Oostdongeradeel,cedarproject,Friesland
oosterbroek,1987,Menterwolde,cedarproject,Groningen
oosterbroek,33,Oosterbroek,cedarproject,Groningen
oosterbroek,1240,Zuidbroek [Gr],cedarproject,null
oosterend,76,Hennaarderadeel,cedarproject,Friesland
oosterhesselen,123,Oosterhesselen,cedarproject,Drenthe
oosterhout,826,Oosterhout,cedarproject,Noord-Brabant
oosterland,662,Duiveland,cedarproject,Zeeland
oosterland,1136,Oosterland,cedarproject,Zeeland
oostflakkee,580,Oostflakkee,cedarproject,Zuid-Holland
oostflakkee,1143,Oude Tonge,cedarproject,Zuid-Holland
oostflakkee,1143,Oude Tonge,cedarproject,Zuid-Holland
oosthuizen,430,Oosthuizen,cedarproject,Noord-Holland
oosthuizen,478,Zeevang,cedarproject,Noord-Holland
oostkapelle,1137,Oostkapelle,cedarproject,Zeeland
oostkapelle,1137,Oostkapelle,cedarproject,Zeeland
ooststellingwerf,85,Ooststellingwerf,cedarproject,Friesland
oostvoorne,581,Oostvoorne,cedarproject,Zuid-Holland
oostvoorne,614,Westvoorne,cedarproject,Zuid-Holland
oostzaan,431,Oostzaan,cedarproject,Noord-Holland
ootmarsum,176,Ootmarsum,cedarproject,Overijssel
openbaar lichaam de wieringermeer,463,Wieringermeer,cedarproject,Noord-Holland
openbaar lichaam de wieringermeer,463,"Wieringermeer, Openbaar Lichaam De",cedarproject,null
openbaar lichaam de wieringermeer,463,Wieringermeer,cedarproject,Noord-Holland
openbaar lichaam de wieringermeer,463,"Wieringermeer, Openbaar Lichaam De",cedarproject,null
openbaar lichaam zuidelijke ijsselmeerpolders,34,Almere,cedarproject,Flevoland
ophemert,270,Ophemert,cedarproject,Gelderland
opijnen,234,Est en Opijnen,cedarproject,Gelderland
"oploo, sint anthonis en ledeacker",827,"Oploo, Sint Anthonis en Ledeacker",cedarproject,Noord-Brabant
"oploo, sint anthonis en ledeacker",1702,Sint Anthonis,cedarproject,Noord-Brabant
"oploo, sint anthonis en ledeacker",1691,St.Anthonis,cedarproject,null
opmeer,432,Opmeer,cedarproject,Noord-Holland
opperdoes,433,Opperdoes,cedarproject,Noord-Holland
opsterland,86,Opsterland,cedarproject,Friesland
oss,828,Oss,cedarproject,Noord-Brabant
ossendrecht,829,Ossendrecht,cedarproject,Noord-Brabant
ossenisse,1138,Ossenisse,cedarproject,Zeeland
oterleek,434,Oterleek,cedarproject,Noord-Holland
ottersum,955,Ottersum,cedarproject,Limburg
ottoland,582,Ottoland,cedarproject,Zuid-Holland
oud- en nieuw-gastel,831,Oud- en Nieuw-Gastel,cedarproject,Noord-Brabant
oud- en nieuw-mathenesse,1139,Oud- en Nieuw-Mathenesse,cedarproject,Zuid-Holland
oud-alblas,583,Oud-Alblas,cedarproject,Zuid-Holland
oud-beijerland,584,Oud-Beijerland,cedarproject,Zuid-Holland
oud-valkenburg,1140,Oud-Valkenburg,cedarproject,Limburg
oud-vossemeer,696,Oud-Vossemeer,cedarproject,Zeeland
oud-vroenhoven,1141,Oud-Vroenhoven,cedarproject,Limburg
oud-wulven,1355,Oud-Wulven,cedarproject,Utrecht
ouddorp,1142,Ouddorp,cedarproject,Zuid-Holland
ouddorp,1142,Ouddorp,cedarproject,Zuid-Holland
oude en nieuwe struiten,1356,Oude en Nieuwe Struiten,cedarproject,Zuid-Holland
oude ijsselstreek,237,Gendringen,cedarproject,Gelderland
oude ijsselstreek,1509,Oude IJsselstreek,cedarproject,Gelderland
oude niedorp,436,Oude Niedorp,cedarproject,Noord-Holland
oude pekela,38,Oude Pekela,cedarproject,Groningen
oude pekela,765,Pekela,cedarproject,Groningen
oude tonge,580,Oostflakkee,cedarproject,Zuid-Holland
oude tonge,1143,Oude Tonge,cedarproject,Zuid-Holland
oude tonge,1143,Oude Tonge,cedarproject,Zuid-Holland
oudelande,695,Oudelande,cedarproject,Zeeland
oudenbosch,1655,Halderberge,cedarproject,Noord-Brabant
oudenbosch,830,Oudenbosch,cedarproject,Noord-Brabant
oudendijk,435,Oudendijk,cedarproject,Noord-Holland
oudenhoorn,586,Oudenhoorn,cedarproject,Zuid-Holland
oudenrijn,1144,Oudenrijn,cedarproject,Utrecht
ouder-amstel,437,Ouder-Amstel,cedarproject,Noord-Holland
ouderkerk,644,Ouderkerk,cedarproject,Zuid-Holland
ouderkerk,587,Ouderkerk aan den IJssel,cedarproject,Zuid-Holland
ouderkerk aan den ijssel,644,Ouderkerk,cedarproject,Zuid-Holland
ouderkerk aan den ijssel,587,Ouderkerk aan den IJssel,cedarproject,Zuid-Holland
oudewater,589,Oudewater,cedarproject,Utrecht
oudheusden,1145,Oudheusden,cedarproject,Noord-Brabant
oudhuizen,1357,Oudhuizen,cedarproject,Utrecht
oudkarspel,1146,Oudkarspel,cedarproject,Noord-Holland
oud karspel,1146,Oudkarspel,cedarproject,Noord-Holland
oudorp,438,Oudorp,cedarproject,Noord-Holland
oudshoorn,1147,Oudshoorn,cedarproject,Zuid-Holland
oukoop,1358,Oukoop,cedarproject,Zuid-Holland
ouwerkerk,1148,Ouwerkerk,cedarproject,Zeeland
overasselt,271,Overasselt,cedarproject,Gelderland
overbetuwe,231,Elst,cedarproject,Gelderland
overbetuwe,1734,Overbetuwe,cedarproject,Gelderland
overschie,1149,Overschie,cedarproject,Zuid-Holland
overslag,697,Overslag,cedarproject,Zeeland
ovezande,698,Ovezande,cedarproject,Zeeland
pannerden,272,Pannerden,cedarproject,Gelderland
papekop,1151,Papekop,cedarproject,Zuid-Holland
papendrecht,590,Papendrecht,cedarproject,Zuid-Holland
peize,124,Peize,cedarproject,Drenthe
pekela,38,Oude Pekela,cedarproject,Groningen
pekela,765,Pekela,cedarproject,Groningen
pernis,1152,Pernis,cedarproject,Zuid-Holland
petten,1153,Petten,cedarproject,Noord-Holland
peursum,1154,Peursum,cedarproject,Zuid-Holland
philippine,699,Philippine,cedarproject,Zeeland
piershil,591,Piershil,cedarproject,Zuid-Holland
pijnacker,594,Pijnacker,cedarproject,Zuid-Holland
pijnacker,1926,Pijnacker-Nootdorp,cedarproject,Zuid-Holland
pijnacker-nootdorp,594,Pijnacker,cedarproject,Zuid-Holland
pijnacker-nootdorp,1926,Pijnacker-Nootdorp,cedarproject,Zuid-Holland
poederoijen,1155,Poederoijen,cedarproject,Gelderland
polsbroek,1350,Noord-Polsbroek,cedarproject,Utrecht
polsbroek,338,Polsbroek [2],cedarproject,null
poortugaal,592,Poortugaal,cedarproject,Zuid-Holland
poortvliet,700,Poortvliet,cedarproject,Zeeland
portengen,1359,Portengen,cedarproject,Utrecht
posterholt,1679,Ambt Montfort,cedarproject,Limburg
posterholt,956,Posterholt,cedarproject,Limburg
princenhage,1156,Princenhage,cedarproject,Noord-Brabant
prinsenbeek,1247,Beek [NB],cedarproject,null
prinsenbeek,832,Prinsenbeek,cedarproject,Noord-Brabant
purmerend,439,Purmerend,cedarproject,Noord-Holland
putte,833,Putte,cedarproject,Noord-Brabant
putten,273,Putten,cedarproject,Gelderland
puttershoek,585,Binnenmaas,cedarproject,Zuid-Holland
puttershoek,593,Puttershoek,cedarproject,Zuid-Holland
raalte,177,Raalte,cedarproject,Overijssel
raamsdonk,834,Raamsdonk,cedarproject,Noord-Brabant
ransdorp,1157,Ransdorp,cedarproject,Noord-Holland
rauwerd,87,Rauwerderhem,cedarproject,Friesland
rauwerderhem,87,Rauwerderhem,cedarproject,Friesland
ravenstein,835,Ravenstein,cedarproject,Noord-Brabant
reek,1158,Reek,cedarproject,Noord-Brabant
reeuwijk,595,Reeuwijk,cedarproject,Zuid-Holland
reiderland,6,Beerta,cedarproject,Groningen
reiderland,1661,Reiderland,cedarproject,Groningen
reimerswaal,685,Kruiningen,cedarproject,Zeeland
reimerswaal,703,Reimerswaal,cedarproject,Zeeland
renesse,1159,Renesse,cedarproject,Zeeland
renkum,274,Renkum,cedarproject,Gelderland
renswoude,339,Renswoude,cedarproject,Utrecht
retranchement,701,Retranchement,cedarproject,Zeeland
reusel,836,Reusel,cedarproject,Noord-Brabant
reusel,1667,Reusel-De Mierden,cedarproject,Noord-Brabant
reusel-de mierden,836,Reusel,cedarproject,Noord-Brabant
reusel-de mierden,1667,Reusel-De Mierden,cedarproject,Noord-Brabant
rheden,275,Rheden,cedarproject,Gelderland
rhenen,340,Rhenen,cedarproject,Utrecht
rhijnauwen,1360,Rhijnauwen,cedarproject,Utrecht
rhoon,596,Rhoon,cedarproject,Zuid-Holland
ridderkerk,597,Ridderkerk,cedarproject,Zuid-Holland
riethoven,837,Riethoven,cedarproject,Noord-Brabant
rietveld,1160,Rietveld,cedarproject,Zuid-Holland
rietwijkeroord,1361,Rietwijkeroord,cedarproject,Noord-Holland
rijckholt,1165,Rijckholt,cedarproject,Limburg
rijneveld,524,Hazerswoude,cedarproject,Zuid-Holland
rijneveld,646,Rijneveld,cedarproject,Zuid-Holland
rijneveld,1672,Rijnwoude,cedarproject,Zuid-Holland
rijnsaterwoude,601,Rijnsaterwoude,cedarproject,Zuid-Holland
rijnsburg,602,Rijnsburg,cedarproject,Zuid-Holland
rijnwaarden,249,Herwen en Aerdt,cedarproject,Gelderland
rijnwaarden,196,Rijnwaarden,cedarproject,Gelderland
rijnwoude,524,Hazerswoude,cedarproject,Zuid-Holland
rijnwoude,646,Rijneveld,cedarproject,Zuid-Holland
rijnwoude,1672,Rijnwoude,cedarproject,Zuid-Holland
rijsbergen,841,Rijsbergen,cedarproject,Noord-Brabant
rijsenburg,1166,Rijsenburg,cedarproject,Utrecht
rijsoort,1362,Rijsoort,cedarproject,Zuid-Holland
rijsoort,1258,Rijsoort en Strevelshoek,cedarproject,Zuid-Holland
rijsoort en strevelshoek,1362,Rijsoort,cedarproject,Zuid-Holland
rijsoort en strevelshoek,1258,Rijsoort en Strevelshoek,cedarproject,Zuid-Holland
rijssen,178,Rijssen,cedarproject,Overijssel
rijssen,1742,Rijssen-Holten,cedarproject,Overijssel
rijssen-holten,178,Rijssen,cedarproject,Overijssel
rijssen-holten,1742,Rijssen-Holten,cedarproject,Overijssel
rijswijk,842,Rijswijk [NB],cedarproject,null
rilland,1161,Rilland,cedarproject,Zeeland
rilland,702,Rilland-Bath,cedarproject,Zeeland
rilland en bath,1161,Rilland,cedarproject,Zeeland
rilland en bath,702,Rilland-Bath,cedarproject,Zeeland
rilland-bath,1161,Rilland,cedarproject,Zeeland
rilland-bath,702,Rilland-Bath,cedarproject,Zeeland
rimburg,1162,Rimburg,cedarproject,Limburg
ritthem,1163,Ritthem,cedarproject,Zeeland
ritthem,1163,Ritthem,cedarproject,Zeeland
rockanje,598,Rockanje,cedarproject,Zuid-Holland
roden,1699,Noordenveld,cedarproject,Drenthe
roden,125,Roden,cedarproject,Drenthe
roerdalen,939,Melick en Herkenbosch,cedarproject,Limburg
roerdalen,1669,Roerdalen,cedarproject,Limburg
roermond,957,Roermond,cedarproject,Limburg
roggel,958,Roggel,cedarproject,Limburg
roggel,1670,Roggel en Neer,cedarproject,Limburg
roggel en neer,958,Roggel,cedarproject,Limburg
roggel en neer,1670,Roggel en Neer,cedarproject,Limburg
rolde,126,Rolde,cedarproject,Drenthe
roordahuizum,55,Boarnsterhim,cedarproject,Friesland
roordahuizum,57,Boornsterhem,cedarproject,Friesland
roordahuizum,78,Idaarderadeel,cedarproject,Friesland
roosendaal,1674,Roosendaal,cedarproject,Noord-Brabant
roosendaal,838,Roosendaal en Nispen,cedarproject,Noord-Brabant
roosendaal en nispen,1674,Roosendaal,cedarproject,Noord-Brabant
roosendaal en nispen,838,Roosendaal en Nispen,cedarproject,Noord-Brabant
roosteren,959,Roosteren,cedarproject,Limburg
rosendaal,277,Rosendaal [Ge],cedarproject,null
rosendaal,277,Rozendaal [Ge],cedarproject,null
rosendaal,277,Rosendaal [Ge],cedarproject,null
rosendaal,277,Rozendaal [Ge],cedarproject,null
rosmalen,839,Rosmalen,cedarproject,Noord-Brabant
rossum,276,Rossum,cedarproject,Gelderland
rotterdam,599,Rotterdam,cedarproject,Zuid-Holland
roxenisse,1363,Roxenisse,cedarproject,Zuid-Holland
rozenburg,600,Rozenburg,cedarproject,Zuid-Holland
rozendaal,277,Rosendaal [Ge],cedarproject,null
rozendaal,277,Rozendaal [Ge],cedarproject,null
rozendaal,277,Rosendaal [Ge],cedarproject,null
rozendaal,277,Rozendaal [Ge],cedarproject,null
rucphen,840,Rucphen,cedarproject,Noord-Brabant
ruinen,127,Ruinen,cedarproject,Drenthe
ruinerwold,128,Ruinerwold,cedarproject,Drenthe
ruiven,1364,Ruiven,cedarproject,Zuid-Holland
ruurlo,278,Ruurlo,cedarproject,Gelderland
ruwiel,1164,Ruwiel,cedarproject,Utrecht
sambeek,1167,Sambeek,cedarproject,Noord-Brabant
sandelingen ambacht,1365,Sandelingen Ambacht,cedarproject,Zuid-Holland
sappemeer,1168,Sappemeer,cedarproject,Groningen
sas van gent,704,Sas van Gent,cedarproject,Zeeland
sassenheim,604,Sassenheim,cedarproject,Zuid-Holland
schaesberg,882,Landgraaf,cedarproject,Limburg
schaesberg,960,Schaesberg,cedarproject,Limburg
schagen,441,Schagen,cedarproject,Noord-Holland
schaijk,1685,Landerd,cedarproject,Noord-Brabant
schaijk,843,Schaijk,cedarproject,Noord-Brabant
schalkwijk,1169,Schalkwijk,cedarproject,Utrecht
schardam,1366,Schardam,cedarproject,Noord-Holland
scharsterland,73,Haskerland,cedarproject,Friesland
scharsterland,139,Scharsterland,cedarproject,Friesland
scharsterland,51,Skarsterlân,cedarproject,Friesland
scharwoude,1367,Scharwoude [bij Hoorn],cedarproject,null
scheemda,39,Scheemda,cedarproject,Groningen
schellingwoude,1368,Schellingwoude,cedarproject,Noord-Holland
schellinkhout,442,Schellinkhout,cedarproject,Noord-Holland
schelluinen,605,Schelluinen,cedarproject,Zuid-Holland
schermer,458,Schermer,cedarproject,Noord-Holland
schermer,443,Schermerhorn,cedarproject,Noord-Holland
schermerhorn,458,Schermer,cedarproject,Noord-Holland
schermerhorn,443,Schermerhorn,cedarproject,Noord-Holland
scherpenisse,705,Scherpenisse,cedarproject,Zeeland
scherpenzeel,279,Scherpenzeel,cedarproject,Gelderland
schiebroek,1170,Schiebroek,cedarproject,Zuid-Holland
schiedam,606,Schiedam,cedarproject,Zuid-Holland
schiermonnikoog,88,Schiermonnikoog,cedarproject,Friesland
schijndel,844,Schijndel,cedarproject,Noord-Brabant
schimmert,961,Schimmert,cedarproject,Limburg
schin op geul,1171,Schin op Geul,cedarproject,Limburg
schinnen,962,Schinnen,cedarproject,Limburg
schinveld,881,Onderbanken,cedarproject,Limburg
schinveld,963,Schinveld,cedarproject,Limburg
schipluiden,1842,Midden-Delfland,cedarproject,Zuid-Holland
schipluiden,607,Schipluiden,cedarproject,Zuid-Holland
schokland,1369,Schokland,cedarproject,Overijssel
schonauwen,1370,Schonauwen,cedarproject,Utrecht
schoondijke,706,Schoondijke,cedarproject,Zeeland
schoonebeek,129,Schoonebeek,cedarproject,Drenthe
schoonhoven,608,Schoonhoven,cedarproject,Zuid-Holland
schoonrewoerd,609,Schoonrewoerd,cedarproject,Zuid-Holland
schoorl,444,Schoorl,cedarproject,Noord-Holland
schore,1172,Schore,cedarproject,Zeeland
schoten,1173,Schoten,cedarproject,Noord-Holland
schoterland,74,Heerenveen [2],cedarproject,null
schoterland,1174,Schoterland,cedarproject,Friesland
schouwen-duiveland,1676,Schouwen-Duiveland,cedarproject,Zeeland
schouwen-duiveland,732,Zierikzee,cedarproject,Zeeland
schuddebeurs en simonshaven,1371,Schuddebeurs en Simonshaven,cedarproject,Zuid-Holland
serooskerke (schouwen),1175,Serooskerke [Schouwen],cedarproject,null
serooskerke (walcheren),1176,Serooskerke [Walcheren],cedarproject,null
sevenum,964,Sevenum,cedarproject,Limburg
sexbierum,62,Barradeel,cedarproject,Friesland
sijbekarspel,447,Sijbekarspel,cedarproject,Noord-Holland
simpelveld,965,Simpelveld,cedarproject,Limburg
sint anna ter muiden,1177,Sint Anna ter Muiden,cedarproject,Zeeland
sint annaland,708,Sint Annaland,cedarproject,Zeeland
sint annaparochie,63,Het Bildt,cedarproject,Friesland
sint anthoniepolder,1372,Sint Anthoniepolder,cedarproject,Zuid-Holland
sint anthonis,827,"Oploo, Sint Anthonis en Ledeacker",cedarproject,Noord-Brabant
sint anthonis,1702,Sint Anthonis,cedarproject,Noord-Brabant
sint anthonis,1691,St.Anthonis,cedarproject,null
sint anthonis en ledeacker,827,"Oploo, Sint Anthonis en Ledeacker",cedarproject,Noord-Brabant
sint anthonis en ledeacker,1702,Sint Anthonis,cedarproject,Noord-Brabant
sint anthonis en ledeacker,1691,St.Anthonis,cedarproject,null
sint geertruid,966,Sint Geertruid,cedarproject,Limburg
sint jansteen,709,Sint Jansteen,cedarproject,Zeeland
sint kruis,1178,Sint Kruis,cedarproject,Zeeland
sint laurens,1179,Sint Laurens,cedarproject,Zeeland
sint laurens,1179,Sint Laurens,cedarproject,Zeeland
sint maarten,445,Sint Maarten,cedarproject,Noord-Holland
sint maartensdijk,711,Sint Maartensdijk,cedarproject,Zeeland
sint maartensregt,1373,Sint Maartensregt,cedarproject,Zuid-Holland
sint odiliënberg,967,Sint Odiliënberg,cedarproject,Limburg
sint pancras,446,Sint Pancras,cedarproject,Noord-Holland
sint philipsland,712,Sint Philipsland,cedarproject,Zeeland
sint pieter,1180,Sint Pieter,cedarproject,Limburg
sint-michielsgestel,845,Sint-Michielsgestel,cedarproject,Noord-Brabant
sint-oedenrode,846,Sint-Oedenrode,cedarproject,Noord-Brabant
sittard,968,Sittard,cedarproject,Limburg
sittard,1883,Sittard-Geleen,cedarproject,Limburg
sittard-geleen,968,Sittard,cedarproject,Limburg
sittard-geleen,1883,Sittard-Geleen,cedarproject,Limburg
skarsterlân,73,Haskerland,cedarproject,Friesland
skarsterlân,139,Scharsterland,cedarproject,Friesland
skarsterlân,51,Skarsterlân,cedarproject,Friesland
sleen,130,Sleen,cedarproject,Drenthe
slenaken,969,Slenaken,cedarproject,Limburg
sliedrecht,610,Sliedrecht,cedarproject,Zuid-Holland
slochteren,40,Slochteren,cedarproject,Groningen
sloten,89,Sloten [Fr],cedarproject,null
sluipwijk,1182,Sluipwijk,cedarproject,Zuid-Holland
sluis,713,Sluis [1],cedarproject,null
sluis,1714,Sluis [2],cedarproject,null
sluis-aardenburg,648,Aardenburg,cedarproject,Zeeland
sluis-aardenburg,1698,Sluis-Aardenburg,cedarproject,Zeeland
smallingerland,90,Smallingerland,cedarproject,Friesland
smilde,131,Smilde,cedarproject,Drenthe
sneek,91,Sneek,cedarproject,Friesland
snelrewaard,341,Snelrewaard,cedarproject,Utrecht
soerendonk en sterksel,1183,"Soerendonk, Sterksel en Gastel",cedarproject,Noord-Brabant
"soerendonk, sterksel en gastel",1183,"Soerendonk, Sterksel en Gastel",cedarproject,Noord-Brabant
soest,342,Soest,cedarproject,Utrecht
someren,847,Someren,cedarproject,Noord-Brabant
sommelsdijk,1184,Sommelsdijk,cedarproject,Zuid-Holland
sommelsdijk,1184,Sommelsdijk,cedarproject,Zuid-Holland
son en breugel,848,Son en Breugel,cedarproject,Noord-Brabant
spaarndam,1185,Spaarndam,cedarproject,Noord-Holland
spaarnwoude,393,Haarlemmerliede en Spaarnwoude,cedarproject,Noord-Holland
spaarnwoude,1374,Spaarnwoude,cedarproject,Noord-Holland
spanbroek,1186,Spanbroek,cedarproject,Noord-Holland
spaubeek,970,Spaubeek,cedarproject,Limburg
spijk,1375,Spijk,cedarproject,Zuid-Holland
spijkenisse,612,Spijkenisse,cedarproject,Zuid-Holland
sprang,1187,Sprang,cedarproject,Noord-Brabant
sprang-capelle,1036,Capelle,cedarproject,Noord-Brabant
sprang-capelle,849,Sprang-Capelle,cedarproject,Noord-Brabant
stad aan 't haringvliet,1188,Stad aan 't Haringvliet,cedarproject,Zuid-Holland
stad aan 't haringvliet,1188,Stad aan 't Haringvliet,cedarproject,Zuid-Holland
stad almelo,141,Almelo [2],cedarproject,null
stad almelo,1189,Stad Almelo,cedarproject,Overijssel
stad delden,179,Stad Delden,cedarproject,Overijssel
stad doetinchem,1190,Stad Doetinchem,cedarproject,Gelderland
stad hardenberg,1191,Stad Hardenberg,cedarproject,Overijssel
stad ommen,1192,Stad Ommen,cedarproject,Overijssel
stad vollenhove,1193,Stad Vollenhove,cedarproject,Overijssel
standdaarbuiten,850,Standdaarbuiten,cedarproject,Noord-Brabant
stanthonis,827,"Oploo, Sint Anthonis en Ledeacker",cedarproject,Noord-Brabant
stanthonis,1702,Sint Anthonis,cedarproject,Noord-Brabant
stanthonis,1691,St.Anthonis,cedarproject,null
staphorst,180,Staphorst,cedarproject,Overijssel
stavenisse,714,Stavenisse,cedarproject,Zeeland
staveren,1257,Staveren,cedarproject,Friesland
staveren,92,Stavoren,cedarproject,Friesland
stavoren,1257,Staveren,cedarproject,Friesland
stavoren,92,Stavoren,cedarproject,Friesland
stede broec,391,Grootebroek,cedarproject,Noord-Holland
stede broec,532,Stede Broec,cedarproject,Noord-Holland
stedum,41,Stedum,cedarproject,Groningen
steenbergen,851,Steenbergen,cedarproject,Noord-Brabant
steenderen,280,Steenderen,cedarproject,Gelderland
steenwijk,181,Steenwijk,cedarproject,Overijssel
steenwijk,1708,Steenwijkerland,cedarproject,Overijssel
steenwijkerland,181,Steenwijk,cedarproject,Overijssel
steenwijkerland,1708,Steenwijkerland,cedarproject,Overijssel
steenwijkerwold,182,Steenwijkerwold,cedarproject,Overijssel
stein,1194,Stein [ZH],cedarproject,null
stellendam,1195,Stellendam,cedarproject,Zuid-Holland
stellendam,1195,Stellendam,cedarproject,Zuid-Holland
sterkenburg,1377,Sterkenburg,cedarproject,Utrecht
stevensweert,972,Stevensweert,cedarproject,Limburg
stiens,81,Leeuwarderadeel,cedarproject,Friesland
stiphout,1196,Stiphout,cedarproject,Noord-Brabant
stiphout,1196,Stiphout,cedarproject,Noord-Brabant
stolwijk,615,Stolwijk,cedarproject,Zuid-Holland
stompwijk,548,Leidschendam [2],cedarproject,null
stompwijk,1197,Stompwijk,cedarproject,Zuid-Holland
stoppeldijk,1198,Stoppeldijk,cedarproject,Zeeland
stoppeldijk,719,Vogelwaarde,cedarproject,Zeeland
stormpolder,1378,Stormpolder,cedarproject,Zuid-Holland
stoutenburg,343,Stoutenburg,cedarproject,Utrecht
stramproy,973,Stramproy,cedarproject,Limburg
stratum,1199,Stratum,cedarproject,Noord-Brabant
streefkerk,616,Streefkerk,cedarproject,Zuid-Holland
strevelshoek,1380,Strevelshoek,cedarproject,Zuid-Holland
strijen,617,Strijen,cedarproject,Zuid-Holland
strijensas,1381,Strijensas,cedarproject,Zuid-Holland
strijp,1201,Strijp,cedarproject,Noord-Brabant
strucht,1200,Strucht,cedarproject,Limburg
susteren,974,Susteren,cedarproject,Limburg
swalmen,975,Swalmen,cedarproject,Limburg
teckop,1382,Teckop,cedarproject,Utrecht
tegelen,976,Tegelen,cedarproject,Limburg
tempel,1383,Tempel,cedarproject,Zuid-Holland
ten boer,9,Ten Boer,cedarproject,Groningen
ter aar,480,Ter Aar,cedarproject,Zuid-Holland
ter neuzen,715,Neuzen,cedarproject,Zeeland
ter neuzen,715,Ter Neuzen,cedarproject,Zeeland
ter neuzen,715,Terneuzen,cedarproject,Zeeland
ter neuzen,715,Neuzen,cedarproject,Zeeland
ter neuzen,715,Ter Neuzen,cedarproject,Zeeland
ter neuzen,715,Terneuzen,cedarproject,Zeeland
ter neuzen,715,Neuzen,cedarproject,Zeeland
ter neuzen,715,Ter Neuzen,cedarproject,Zeeland
ter neuzen,715,Terneuzen,cedarproject,Zeeland
terheijden,853,Terheijden,cedarproject,Noord-Brabant
termunten,42,Termunten,cedarproject,Groningen
ternaard,97,Westdongeradeel,cedarproject,Friesland
terneuzen,715,Neuzen,cedarproject,Zeeland
terneuzen,715,Ter Neuzen,cedarproject,Zeeland
terneuzen,715,Terneuzen,cedarproject,Zeeland
terneuzen,715,Neuzen,cedarproject,Zeeland
terneuzen,715,Ter Neuzen,cedarproject,Zeeland
terneuzen,715,Terneuzen,cedarproject,Zeeland
terneuzen,715,Neuzen,cedarproject,Zeeland
terneuzen,715,Ter Neuzen,cedarproject,Zeeland
terneuzen,715,Terneuzen,cedarproject,Zeeland
terschelling,93,Terschelling,cedarproject,Friesland
teteringen,854,Teteringen,cedarproject,Noord-Brabant
texel,448,Texel,cedarproject,Noord-Holland
teylingen,1525,Teylingen,cedarproject,Zuid-Holland
teylingen,625,Voorhout,cedarproject,Zuid-Holland
tholen,716,Tholen,cedarproject,Zeeland
thorn,977,Thorn,cedarproject,Limburg
tiel,281,Tiel,cedarproject,Gelderland
tienhoven,618,Tienhoven [ZH],cedarproject,null
tietjerksteradeel,94,Tietjerksteradeel,cedarproject,Friesland
tietjerksteradeel,737,Tytsjerksteradiel,cedarproject,Friesland
tilburg,855,Tilburg,cedarproject,Noord-Brabant
tjalleberd,1006,Aengwirden,cedarproject,Friesland
tjum,70,Franekeradeel,cedarproject,Friesland
tongelre,1203,Tongelre,cedarproject,Noord-Brabant
tubbergen,183,Tubbergen,cedarproject,Overijssel
tudderen,1204,Tudderen,cedarproject,Limburg
tull en 't waal,1205,Tull en 't Waal,cedarproject,Utrecht
twenterand,1700,Twenterand,cedarproject,Overijssel
twenterand,186,Vriezenveen,cedarproject,Overijssel
twisk,449,Twisk,cedarproject,Noord-Holland
tynaarlo,1730,Tynaarlo,cedarproject,Drenthe
tynaarlo,136,Zuidlaren,cedarproject,Drenthe
tytsjerksteradiel,94,Tietjerksteradeel,cedarproject,Friesland
tytsjerksteradiel,737,Tytsjerksteradiel,cedarproject,Friesland
ubach over worms,978,Ubach over Worms,cedarproject,Limburg
ubbergen,282,Ubbergen,cedarproject,Gelderland
uden,856,Uden,cedarproject,Noord-Brabant
udenhout,857,Udenhout,cedarproject,Noord-Brabant
uitgeest,450,Uitgeest,cedarproject,Noord-Holland
uithoorn,451,Uithoorn,cedarproject,Noord-Holland
uithuizen,43,Uithuizen,cedarproject,Groningen
uithuizermeeden,1651,Eemsmond,cedarproject,Groningen
uithuizermeeden,19,Hefshuizen,cedarproject,Groningen
uithuizermeeden,44,Uithuizermeeden,cedarproject,Groningen
ulestraten,979,Ulestraten,cedarproject,Limburg
ulrum,1663,De Marne,cedarproject,Groningen
ulrum,45,Ulrum,cedarproject,Groningen
ureterp,86,Opsterland,cedarproject,Friesland
urk,184,Urk,cedarproject,Flevoland
urmond,980,Urmond,cedarproject,Limburg
ursem,452,Ursem,cedarproject,Noord-Holland
usquert,46,Usquert,cedarproject,Groningen
utingeradeel,95,Utingeradeel,cedarproject,Friesland
utrecht,344,Utrecht,cedarproject,Utrecht
utrechtse heuvelrug,1048,Driebergen,cedarproject,Utrecht
utrechtse heuvelrug,316,Driebergen-Rijsenburg,cedarproject,Utrecht
utrechtse heuvelrug,1581,Utrechtse Heuvelrug,cedarproject,Utrecht
vaals,981,Vaals,cedarproject,Limburg
valburg,283,Valburg,cedarproject,Gelderland
valkenburg,994,Valkenburg aan de Geul,cedarproject,Limburg
valkenburg,982,Valkenburg-Houthem,cedarproject,Limburg
valkenburg,1252,Valkenburg [Li],cedarproject,null
valkenburg aan de geul,1086,Houthem,cedarproject,Limburg
valkenburg-houthem,1086,Houthem,cedarproject,Limburg
valkenswaard,858,Valkenswaard,cedarproject,Noord-Brabant
varik,284,Varik,cedarproject,Gelderland
